GROUP,Unit,DEVICE,NUM,UID,X,Y,Z,T_X,T_Y,T_Z,PI IP,NODE ID,DEVICE_TYPE,CONFIG,INSTALLED,NODE_TYPE,CONTROL IP,Actuator Number
SG5,SU5,MO,1,25,-2216.962484,0,-4492.003734,,,,10.14.4.215,362313,actuator,,,SU,10.14.4.198,MO 125
SG5,SU5,MO,2,32,-2104.379182,0,-4557.003734,,,,10.14.4.215,362313,actuator,,,SU,10.14.4.198,MO 126
SG5,SU5,MO,3,6,-1991.795879,0,-4492.003734,,,,10.14.4.215,362313,actuator,,,SU,10.14.4.198,MO 127
SG5,SU5,MO,4,21,-1991.79588,0,-4362.003734,,,,10.14.4.215,362313,actuator,,,SU,10.14.4.198,MO 128
SG5,SU5,MO,5,26,-2104.379182,0,-4297.003734,,,,10.14.4.215,362313,actuator,,,SU,10.14.4.198,MO 129
SG5,SU5,MO,6,31,-2216.962484,0,-4362.003734,,,,10.14.4.215,362313,actuator,,,SU,10.14.4.198,MO 130
SG6,SU6,RS,1,3,-797.3488837,0,-4862.501766,,,,10.14.4.216,362309,actuator,,,SU,10.14.4.198,RS 31
SG6,SU6,RS,2,4,-727.8741087,0,-4905.587561,,,,10.14.4.216,362309,actuator,,,SU,10.14.4.198,RS 32
SG6,SU6,RS,3,5,-661.4718007,0,-4861.492642,,,,10.14.4.216,362309,actuator,,,SU,10.14.4.198,RS 33
SG6,SU6,RS,4,20,-660.4102019,0,-4784.995973,,,,10.14.4.216,362309,actuator,,,SU,10.14.4.198,RS 34
SG6,SU6,RS,5,16,-730.3874046,0,-4737.615439,,,,10.14.4.216,362309,actuator,,,SU,10.14.4.198,RS 35
SG6,SU6,RS,6,17,-797.3912327,0,-4783.226317,,,,10.14.4.216,362309,actuator,,,SU,10.14.4.198,RS 36
SG6,SU6,MO,1,25,-843.4206885,0,-4887.858148,,,,10.14.4.216,362309,actuator,,,SU,10.14.4.198,MO 131
SG6,SU6,MO,2,32,-730.837386,0,-4952.858148,,,,10.14.4.216,362309,actuator,,,SU,10.14.4.198,MO 132
SG6,SU6,MO,3,6,-618.2540835,0,-4887.858148,,,,10.14.4.216,362309,actuator,,,SU,10.14.4.198,MO 133
SG6,SU6,MO,4,21,-618.2540835,0,-4757.858148,,,,10.14.4.216,362309,actuator,,,SU,10.14.4.198,MO 134
SG6,SU6,MO,5,26,-730.837386,0,-4692.858148,,,,10.14.4.216,362309,actuator,,,SU,10.14.4.198,MO 135
SG6,SU6,MO,6,31,-843.4206885,0,-4757.858148,,,,10.14.4.216,362309,actuator,,,SU,10.14.4.198,MO 136
